antecedents,consequents,antecedent support,consequent support,support,confidence,lift,representativity,leverage,conviction,zhangs_metric,jaccard,certainty,kulczynski
"citrus fruit, yogurt",whole milk,0.021657346212506354,0.25551601423487547,0.010269445856634469,0.47417840375586856,1.855767847568232,1.0,0.004735647073510069,1.4158490086426028,0.47134763362014853,0.03847619047619047,0.293709997396745,0.25718470526034576
"whole milk, root vegetables",other vegetables,0.048906964921199794,0.1934926283680732,0.023182511438739197,0.47401247401247404,2.4497701954349353,1.0,0.013719374250631092,1.5333203389523984,0.6222298181845463,0.10575139146567718,0.3478205599990774,0.2969116495128056
domestic eggs,whole milk,0.06344687341128623,0.25551601423487547,0.029994916115912557,0.47275641025641024,1.8502026640954214,1.0,0.013783223906196004,1.4120304167703273,0.4906488005314205,0.10380014074595353,0.29179995832720496,0.2950729922352485
"pork, other vegetables",whole milk,0.021657346212506354,0.25551601423487547,0.010167768174885612,0.4694835680751174,1.837393908483398,1.0,0.004633969391761212,1.4033193713979781,0.4658397422573268,0.03808073115003807,0.287403836659216,0.2546383220399463
"pastry, other vegetables",whole milk,0.02257244534824606,0.25551601423487547,0.010574478901881037,0.46846846846846846,1.8334211648974879,1.0,0.004806857634962648,1.400639363049641,0.46506933719562443,0.039528696313188894,0.28604034244569615,0.2549266337567173
onions,other vegetables,0.031011692933401117,0.1934926283680732,0.014234875444839857,0.45901639344262296,2.372268118501417,1.0,0.008234341469012472,1.4908166566529557,0.5969757157847398,0.06769825918762089,0.32922670568686296,0.2662922219446431
"whole milk, pork",other vegetables,0.022165734621250637,0.1934926283680732,0.010167768174885612,0.45871559633027514,2.370713552237654,1.0,0.0058788619233106285,1.4899881950488136,0.5912925028595195,0.04948045522018802,0.32885374305449516,0.2556321018960887
"whole milk, whipped/sour cream",other vegetables,0.032231825114387394,0.1934926283680732,0.014641586171835282,0.4542586750788643,2.3476794899635474,1.0,0.008404965613352394,1.4778198659382702,0.5931663106161426,0.06936416184971098,0.32332754278878345,0.2649643349120018
"rolls/buns, yogurt",whole milk,0.03436705643111337,0.25551601423487547,0.015556685307574987,0.45266272189349116,1.7715630202238302,1.0,0.006775352027311856,1.360192363181687,0.4510271905610372,0.05670867309117864,0.26480987022978497,0.2567730640903986
"citrus fruit, other vegetables",whole milk,0.02887646161667514,0.25551601423487547,0.013014743263853584,0.45070422535211263,1.7638981521440618,1.0,0.005636344886354384,1.3553426407518934,0.4459513401738037,0.04795803671787186,0.26217919370909964,0.2508196813191124
whipped/sour cream,whole milk,0.07168276563294357,0.25551601423487547,0.032231825114387394,0.449645390070922,1.759754242478121,1.0,0.013915730550524943,1.3527350772278683,0.46507682580047743,0.10927266459841434,0.2607569532023379,0.28789472050302967
"whole milk, pip fruit",other vegetables,0.030096593797661414,0.1934926283680732,0.013523131672597865,0.44932432432432434,2.3221779977560324,1.0,0.007699662633762108,1.4645778036996953,0.5870376223607556,0.0643756050338819,0.3172093708685993,0.2596069861243272
root vegetables,whole milk,0.10899847483477376,0.25551601423487547,0.048906964921199794,0.44869402985074625,1.7560309524799398,1.0,0.021056109073738026,1.3504007322169433,0.48320226581096143,0.15496134020618554,0.2594790745127136,0.3200493627168574
"rolls/buns, tropical fruit",whole milk,0.024605998983223184,0.25551601423487547,0.010981189628876462,0.4462809917355372,1.7465871682128962,1.0,0.004693962842415875,1.3445158548892548,0.4382381443259165,0.040800906686815255,0.2562378521877913,0.2446287569103472
sugar,whole milk,0.03385866802236909,0.25551601423487547,0.015048296898830707,0.4444444444444445,1.7393995666976168,1.0,0.006396864998453124,1.340071174377224,0.43998631866975374,0.05485544848035581,0.25377097939239435,0.25166909846575586
hamburger meat,whole milk,0.033248601931875954,0.25551601423487547,0.014743263853584139,0.4434250764525994,1.7354101181501451,1.0,0.006247713609069214,1.3376168315670094,0.4383415780540524,0.05380333951762523,0.25240175183164637,0.2505625183297617
ham,whole milk,0.026029486527707167,0.25551601423487547,0.011489578037620742,0.44140625,1.7275091399721447,1.0,0.004838627387480619,1.332782519971132,0.4323866644124731,0.04254518072289157,0.24969003943594645,0.24318621294269796
sliced cheese,whole milk,0.024504321301474327,0.25551601423487547,0.010777834265378749,0.4398340248962655,1.7213560027277242,1.0,0.004516587754895272,1.3290417819955187,0.4295894446607745,0.04003021148036253,0.24757820743714437,0.2410073427306636
root vegetables,other vegetables,0.10899847483477376,0.1934926283680732,0.047381799694966954,0.43470149253731344,2.2466049285887952,1.0,0.026291398311075295,1.4266929082333752,0.6227642658681474,0.18573136707851734,0.29907831304897603,0.339789001654889
"bottled water, other vegetables",whole milk,0.024809354346720894,0.25551601423487547,0.010777834265378749,0.4344262295081967,1.7001917895794327,1.0,0.004438646926963943,1.316334003816597,0.4223082567580062,0.039984911354205954,0.24031439049619155,0.2383034450366292
"whole milk, citrus fruit",other vegetables,0.030503304524656837,0.1934926283680732,0.013014743263853584,0.42666666666666664,2.2050796987213173,1.0,0.007112578697465992,1.4066989040091744,0.5636962506554798,0.061686746987951804,0.28911581778450157,0.24696444210895077
"soda, other vegetables",whole milk,0.032740213523131674,0.25551601423487547,0.013929842399593289,0.42546583850931674,1.6651239640824234,1.0,0.005564193534963914,1.2958045590074059,0.4129646637985207,0.05077835433654558,0.22827868365735182,0.23999117631792935
frozen vegetables,whole milk,0.04809354346720895,0.25551601423487547,0.02043721403152008,0.4249471458773784,1.6630939831691272,1.0,0.008148543494347116,1.2946357546577347,0.418855306887906,0.07217235188509874,0.2275819693668419,0.25246561432348824
"yogurt, tropical fruit",other vegetables,0.029283172343670564,0.1934926283680732,0.012302999491611592,0.4201388888888889,2.171343127809891,1.0,0.006636921507879504,1.390863012155658,0.5557290724358913,0.05845410628019324,0.2810219329579201,0.2418613519588953
"rolls/buns, other vegetables",whole milk,0.042602948652770714,0.25551601423487547,0.017895271987798677,0.4200477326968974,1.6439193995519241,1.0,0.007009536353389646,1.2836987244262847,0.4091277178110758,0.06386066763425254,0.22100101762824167,0.24504177323265083
chicken,other vegetables,0.04290798169801729,0.1934926283680732,0.017895271987798677,0.4170616113744075,2.1554392789633723,1.0,0.009592893831080132,1.383520775726313,0.5600897694677572,0.08189855746859002,0.2772063726509453,0.25477358025367774
"whole milk, butter",other vegetables,0.02755465175394001,0.1934926283680732,0.011489578037620742,0.4169741697416974,2.154987367004516,1.0,0.006157956045983951,1.3833132766598235,0.5511468153066625,0.05482775351770985,0.2770979525226417,0.23817704808682347
hamburger meat,other vegetables,0.033248601931875954,0.1934926283680732,0.013828164717844434,0.41590214067278286,2.149446954028807,1.0,0.0073948053404819586,1.3807744006473301,0.5531557017001163,0.06494746895893028,0.27576872838083955,0.24368412341048495
cream cheese,whole milk,0.03965429588205389,0.25551601423487547,0.016471784443314694,0.41538461538461546,1.6256695950289266,1.0,0.006339476812241849,1.2734594493350817,0.40076073956433933,0.059102517329441814,0.21473746139138117,0.23992469925617563
butter milk,whole milk,0.027961362480935434,0.25551601423487547,0.011591255719369599,0.41454545454545455,1.622385414028868,1.0,0.004446679825664388,1.271634137176455,0.3946588490053586,0.042632759910246815,0.21361029028333042,0.22995478059544913
margarine,whole milk,0.05856634468734113,0.25551601423487547,0.024199288256227757,0.4131944444444444,1.6170980346641903,1.0,0.009234649293412478,1.2687064372802122,0.40534805562791043,0.08347948088390038,0.21179559698321643,0.25395098266790467
hard cheese,whole milk,0.024504321301474327,0.25551601423487547,0.010066090493136757,0.4107883817427386,1.6076815497174028,1.0,0.0038048439826532804,1.263525637812641,0.38748123300968823,0.03728813559322034,0.20856374411907044,0.225091763493733
"domestic eggs, whole milk",other vegetables,0.029994916115912557,0.1934926283680732,0.012302999491611592,0.41016949152542376,2.119819731556775,1.0,0.006499204334663794,1.3673544519047034,0.5445969125214408,0.058257101588830046,0.26866073489063824,0.23687665327716273
chicken,whole milk,0.04290798169801729,0.25551601423487547,0.01759023894255211,0.4099526066350711,1.6044106192821026,1.0,0.00662656248021175,1.2617359116180025,0.3936070457226477,0.06263577118030413,0.2074411207669932,0.2393973140616661
white bread,whole milk,0.042094560244026434,0.25551601423487547,0.01708185053380783,0.4057971014492754,1.5881474304630414,1.0,0.006326016279284349,1.252912073604722,0.38660970173017734,0.060891627401232336,0.2018593953501261,0.23632473456864883
beef,whole milk,0.05246568378240976,0.25551601423487547,0.02125063548551093,0.4050387596899225,1.5851795469758803,1.0,0.007844813081322243,1.2513151031101117,0.389597113680904,0.07411347517730495,0.2008407814190641,0.24410314426995128
"whole milk, tropical fruit",other vegetables,0.04229791560752415,0.1934926283680732,0.01708185053380783,0.4038461538461539,2.087139738873843,1.0,0.008897515668417037,1.3528510749954903,0.5438804038443067,0.07810320781032079,0.260820338259824,0.24606390719107485
tropical fruit,whole milk,0.10493136756481952,0.25551601423487547,0.04229791560752415,0.40310077519379844,1.5775949558420244,1.0,0.015486270799146773,1.2472523917363776,0.4090454303165878,0.132949824224992,0.19823765692857245,0.2843199856868316
whipped/sour cream,other vegetables,0.07168276563294357,0.1934926283680732,0.02887646161667514,0.40283687943262414,2.081923651718265,1.0,0.0150063748856643,1.3505646009513264,0.5598032334202366,0.12220309810671258,0.2595689245108243,0.27603746231221327
oil,whole milk,0.02806304016268429,0.25551601423487547,0.01128622267412303,0.40217391304347827,1.57396754269105,1.0,0.004115666504440709,1.2453186670980265,0.3751919091389747,0.041448842419716206,0.19699268434616343,0.22317211370438936
yogurt,whole milk,0.13950177935943062,0.25551601423487547,0.05602440264361973,0.40160349854227406,1.5717351405345266,1.0,0.020379464003024997,1.244131581570951,0.4227324107307714,0.16526694661067784,0.19622649660793023,0.3104316736642926
pip fruit,whole milk,0.07564819522114896,0.25551601423487547,0.030096593797661414,0.3978494623655914,1.5570431605115762,1.0,0.010767268470691677,1.2363751906456533,0.38703558910356833,0.09996622762580208,0.19118402927691766,0.25781848366986293
"whole milk, yogurt",other vegetables,0.05602440264361973,0.1934926283680732,0.02226741230299949,0.39745916515426494,2.0541307878571704,1.0,0.01142710338273428,1.3385107282204567,0.5436327830666595,0.09798657718120805,0.2529010198300801,0.2562703077479154
"whole milk, fruit/vegetable juice",other vegetables,0.026639552618200304,0.1934926283680732,0.01047280122013218,0.3931297709923664,2.0317558054177214,1.0,0.005318244165487017,1.3289618325004078,0.5217130704377908,0.049951503394762356,0.24753294222263283,0.22362741833906286
onions,whole milk,0.031011692933401117,0.25551601423487547,0.012099644128113879,0.3901639344262295,1.5269647015845471,1.0,0.0041756599550953725,1.220793632571844,0.35615085488550086,0.04409040385327899,0.1808607341002413,0.21875884743595597
hygiene articles,whole milk,0.03294356888662939,0.25551601423487547,0.012811387900355872,0.38888888888888884,1.5219746208604144,1.0,0.004393778483772277,1.2182465221611127,0.35464199348123215,0.046477314644042776,0.17914807733163365,0.2195140823274528
brown bread,whole milk,0.06487036095577021,0.25551601423487547,0.02521606507371632,0.3887147335423197,1.5212930379581036,1.0,0.00864064900032023,1.2178994433798704,0.36643523308792836,0.08542886668963141,0.17891414973896672,0.24370078101708106
other vegetables,whole milk,0.1934926283680732,0.25551601423487547,0.07483477376715811,0.38675775091960063,1.5136340948246207,1.0,0.025394308582718045,1.2140128748166512,0.4207504618057839,0.19999999999999996,0.17628550673235072,0.3398173951573729
"whole milk, curd",yogurt,0.026131164209456024,0.13950177935943062,0.010066090493136757,0.3852140077821012,2.761355514968633,1.0,0.0064207465891841725,1.3996711563583943,0.6549742570832569,0.06470588235294117,0.2855464689279174,0.22868572109221677
pork,whole milk,0.05765124555160142,0.25551601423487547,0.022165734621250637,0.3844797178130512,1.504718672778097,1.0,0.007434918142229347,1.2095198278762913,0.35594459380803234,0.0761705101327743,0.17322562478712894,0.23561431175173053
"soda, yogurt",whole milk,0.027351296390442297,0.25551601423487547,0.01047280122013218,0.38289962825278806,1.4985347568110507,1.0,0.003484106982289628,1.2064228444025211,0.3420366224228608,0.038447181784247844,0.17110322915407955,0.21194324826885325
"sausage, other vegetables",whole milk,0.026944585663446874,0.25551601423487547,0.010167768174885612,0.3773584905660377,1.4768486887055234,1.0,0.0032829950409514986,1.1956864013803514,0.3318234064785788,0.037341299477221805,0.16366030520581545,0.20857578328540644
napkins,whole milk,0.05236400610066091,0.25551601423487547,0.019725470259278087,0.37669902912621356,1.4742677880844848,1.0,0.006345628131066509,1.1944213478786265,0.33947336401044187,0.06845448129851799,0.16277450852995223,0.22694879828773867
beef,other vegetables,0.05246568378240976,0.1934926283680732,0.019725470259278087,0.37596899224806196,1.943066231613079,1.0,0.009573747205091429,1.2924155396337709,0.5122236689702779,0.08719101123595505,0.22625504775084335,0.23895664536207617
pork,other vegetables,0.05765124555160142,0.1934926283680732,0.021657346212506354,0.37566137566137564,1.9414764212452071,1.0,0.010502255182033807,1.2917787562579164,0.5145951236117612,0.09437306158617634,0.22587362955492052,0.24379495477761373
pastry,whole milk,0.08896797153024912,0.25551601423487547,0.033248601931875954,0.3737142857142857,1.4625865499403103,1.0,0.010515860451904824,1.188728991869496,0.3471664755351681,0.10682783404116301,0.15876536465446597,0.25191882212495026
butter milk,other vegetables,0.027961362480935434,0.1934926283680732,0.010371123538383325,0.3709090909090909,1.9169158744565995,1.0,0.0049608060191946995,1.2820203884322534,0.4920881532529329,0.049132947976878616,0.2199812038692523,0.2122543352601156
frozen vegetables,other vegetables,0.04809354346720895,0.1934926283680732,0.017793594306049824,0.3699788583509514,1.912108287904155,1.0,0.008487848173045388,1.2801274724224878,0.5011175878170111,0.07950931394820536,0.21882779524478152,0.2309694607046402
dessert,whole milk,0.03711235383833249,0.25551601423487547,0.013726487036095577,0.3698630136986301,1.4475140229709618,1.0,0.004243686304450479,1.1814637165403061,0.32107630333607096,0.049216186656944945,0.1535922889546609,0.2117918331525383
citrus fruit,whole milk,0.08276563294356888,0.25551601423487547,0.030503304524656837,0.36855036855036855,1.4423767905662055,1.0,0.009355359879289413,1.179007712865392,0.3343746073975538,0.09910802775024777,0.1518291279285543,0.24396479828234702
fruit/vegetable juice,whole milk,0.0722928317234367,0.25551601423487547,0.026639552618200304,0.36849507735583686,1.4421604002366317,1.0,0.008167576398475197,1.1789044852539055,0.3304877497816346,0.08845374746792706,0.1517548601194558,0.2363764682441739
butter,other vegetables,0.05541433655312659,0.1934926283680732,0.020030503304524657,0.3614678899082569,1.868122279163272,1.0,0.0093082376755872,1.2630647055729887,0.49196505166299664,0.08751665926254998,0.20827492401004874,0.2324943233041022
long life bakery product,whole milk,0.037417386883579054,0.25551601423487547,0.013523131672597865,0.36141304347826086,1.414443805256146,1.0,0.003962390113021437,1.165830241538578,0.3043981031060804,0.04839883551673945,0.14224218555158363,0.2071689172823059
"citrus fruit, other vegetables",root vegetables,0.02887646161667514,0.10899847483477376,0.010371123538383325,0.3591549295774648,3.295045459323103,1.0,0.007223633263540849,1.3903540282798035,0.7172249697701297,0.08133971291866028,0.28075872787793754,0.22715209165440406
"whole milk, tropical fruit",yogurt,0.04229791560752415,0.13950177935943062,0.015149974580579562,0.3581730769230769,2.5675161891679745,1.0,0.009249340090134912,1.3407013475148946,0.6374827120107793,0.09090909090909091,0.25412173124642107,0.23338683000672797
berries,whole milk,0.033248601931875954,0.25551601423487547,0.01179461108286731,0.3547400611620795,1.3883280945201162,1.0,0.0032990608383523853,1.1537737599298374,0.289328949849854,0.042584434654919234,0.13327895404657905,0.20045001466380935
"whipped/sour cream, other vegetables",yogurt,0.02887646161667514,0.13950177935943062,0.010167768174885612,0.352112676056338,2.524073009485484,1.0,0.0061394503977551295,1.3281602970756614,0.6217694482253167,0.06426735218508996,0.24707883363040106,0.21249948671621566
domestic eggs,other vegetables,0.06344687341128623,0.1934926283680732,0.02226741230299949,0.35096153846153844,1.8138238206879824,1.0,0.0099909100049133,1.2426187651810428,0.4790743051414107,0.09488734835355286,0.195247948911905,0.23302149440155218
citrus fruit,other vegetables,0.08276563294356888,0.1934926283680732,0.02887646161667514,0.34889434889434895,1.8031402634660652,1.0,0.01286192175987681,1.2386735858648839,0.48560323252005105,0.11672831894780107,0.19268481106605168,0.2490661970430757
frankfurter,whole milk,0.058973055414336555,0.25551601423487547,0.020538891713268937,0.3482758620689655,1.3630294880414944,1.0,0.0054703316465452186,1.1423299252480745,0.283031382554787,0.06987201660325146,0.12459616272169836,0.21432893779930567
"whole milk, soda",other vegetables,0.040061006609049314,0.1934926283680732,0.013929842399593289,0.3477157360406091,1.7970490089119235,1.0,0.0061783329357375846,1.236435425770347,0.46204201738495776,0.06342592592592593,0.19122343216835486,0.2098536641317076
cream cheese,other vegetables,0.03965429588205389,0.1934926283680732,0.013726487036095577,0.34615384615384615,1.7889769190347224,1.0,0.006053673099791709,1.2334818624958879,0.45923180989353574,0.06255792400370713,0.18928682260754878,0.2085472331137071
pip fruit,other vegetables,0.07564819522114896,0.1934926283680732,0.026131164209456024,0.3454301075268817,1.7852365252374574,1.0,0.011493796084814796,1.2321180379756747,0.47584710923318785,0.10753138075313806,0.18838944875528008,0.24024001435198525
"tropical fruit, other vegetables",root vegetables,0.035892221657346214,0.10899847483477376,0.012302999491611592,0.34277620396600567,3.144779819035136,1.0,0.008390802072529218,1.355704906824676,0.7074029784140807,0.0927914110429448,0.26237635125021863,0.22782466914718194
"other vegetables, tropical fruit",yogurt,0.035892221657346214,0.13950177935943062,0.012302999491611592,0.34277620396600567,2.4571457478175405,1.0,0.007295970705248703,1.30929255123328,0.615101078860163,0.07543640897755612,0.23622875647000657,0.21548431189553927
newspapers,whole milk,0.07981698017285206,0.25551601423487547,0.027351296390442297,0.34267515923566877,1.3411103028582578,1.0,0.0069567797484110586,1.1325967612899666,0.2764115097866047,0.08880818752063387,0.1170732301396889,0.22485926684425697
tropical fruit,other vegetables,0.10493136756481952,0.1934926283680732,0.035892221657346214,0.34205426356589147,1.7677896385551983,1.0,0.015588775548972898,1.2257961819206897,0.4852385823915939,0.13671572424477152,0.18420369165034578,0.2637754239532032
"whole milk, sausage",other vegetables,0.0298932384341637,0.1934926283680732,0.010167768174885612,0.3401360544217687,1.7578760353326826,1.0,0.004383646899825772,1.2222328209267344,0.44441672780630953,0.04768717215069146,0.1818252767571981,0.19634233094183548
"whole milk, whipped/sour cream",yogurt,0.032231825114387394,0.13950177935943062,0.010879511947127605,0.3375394321766561,2.419606643919397,1.0,0.00638311499166858,1.2989425521098117,0.6062502332030014,0.06763590391908975,0.23014301257915784,0.20776388518453798
margarine,other vegetables,0.05856634468734113,0.1934926283680732,0.019725470259278087,0.3368055555555555,1.7406634991533834,1.0,0.00839331429181391,1.2160948849737954,0.45197706772903035,0.0849015317286652,0.17769574368241156,0.21937492701582295
"whole milk, citrus fruit",yogurt,0.030503304524656837,0.13950177935943062,0.010269445856634469,0.33666666666666667,2.4133503401360543,1.0,0.006014180599102269,1.2972334984531195,0.60406423442554,0.06429026098026734,0.22912875654811138,0.20514091350826044
chocolate,whole milk,0.04961870869344179,0.25551601423487547,0.016675139806812404,0.3360655737704918,1.3152427051463536,1.0,0.003996765129982793,1.121321558806731,0.25219778355909156,0.057807543179414875,0.10819515406074659,0.20066310920916153
"rolls/buns, yogurt",other vegetables,0.03436705643111337,0.1934926283680732,0.011489578037620742,0.334319526627219,1.7278153149651596,1.0,0.004839805959490723,1.2115532960515167,0.4362262512335056,0.05310150375939849,0.17461328093528727,0.19684972652958427
beef,root vegetables,0.05246568378240976,0.10899847483477376,0.017386883579054397,0.3313953488372093,3.0403668431100312,1.0,0.011668204065608208,1.3326283680732078,0.7082512053284838,0.12067748764996472,0.24960324726851002,0.2454551371051718
waffles,whole milk,0.038434163701067614,0.25551601423487547,0.012709710218607015,0.3306878306878307,1.294196106173822,1.0,0.002889165899259489,1.11231204197319,0.23640562546262023,0.04519161243673173,0.10097170374417028,0.19021458784689982
white bread,other vegetables,0.042094560244026434,0.1934926283680732,0.013726487036095577,0.32608695652173914,1.6852681121341588,1.0,0.005581499934480701,1.196752874034472,0.4244913844956304,0.061869844179651697,0.16440559977197483,0.1985137882976536
frankfurter,rolls/buns,0.058973055414336555,0.18393492628368074,0.019217081850533807,0.3258620689655172,1.7716160576428202,1.0,0.008369877250174393,1.2105313113950515,0.46283862005093757,0.0859090909090909,0.17391645256365085,0.21516984045290785
sausage,rolls/buns,0.09395017793594305,0.18393492628368074,0.030604982206405694,0.3257575757575758,1.7710479588589043,1.0,0.013324263153419318,1.210343704837687,0.4805061943299762,0.12376644736842105,0.17378840737300746,0.24607392331272931
curd,yogurt,0.05327910523640061,0.13950177935943062,0.01728520589730554,0.3244274809160305,2.325615360648076,1.0,0.009852675914149298,1.2737318294227638,0.6020848206106628,0.09849362688296638,0.21490538518364175,0.22416709322769454
curd,other vegetables,0.05327910523640061,0.1934926283680732,0.017183528215556684,0.32251908396946566,1.6668287918232763,1.0,0.006874414106266357,1.1904503175637453,0.4225726521852692,0.07484499557130203,0.15998174367620963,0.20566311529004022
coffee,whole milk,0.05805795627859685,0.25551601423487547,0.018708693441789527,0.3222416812609457,1.261140841703701,1.0,0.0038739558588597976,1.098450531968698,0.21983003397912437,0.06344827586206897,0.0896267324776565,0.197730470554866
sugar,other vegetables,0.03385866802236909,0.1934926283680732,0.010777834265378749,0.3183183183183183,1.6451185815347664,1.0,0.0042264315966885225,1.183114338120844,0.4058837662776059,0.04976525821596244,0.15477315439493955,0.18700992111396736
sausage,whole milk,0.09395017793594305,0.25551601423487547,0.0298932384341637,0.3181818181818182,1.2452519625221574,1.0,0.005887463431314192,1.0919098457888492,0.21737178767815055,0.09354120267260578,0.08417347470884752,0.21758673081792856
berries,yogurt,0.033248601931875954,0.13950177935943062,0.010574478901881037,0.3180428134556575,2.279847718904075,1.0,0.005936239771170939,1.2618068078451397,0.5806810459208439,0.0652037617554859,0.20748565169991626,0.19692228136339726
"whole milk, pastry",other vegetables,0.033248601931875954,0.1934926283680732,0.010574478901881037,0.3180428134556575,1.6436947295514406,1.0,0.004141119524518562,1.182636370061166,0.4050829665706611,0.048918156161806205,0.15443155198391217,0.18634668260801793
"whole milk, rolls/buns",other vegetables,0.05663446873411286,0.1934926283680732,0.017895271987798677,0.31597845601436264,1.6330258091966665,1.0,0.006936919776205716,1.1790672073464126,0.41091156499245524,0.07705779334500876,0.15187192573137376,0.2042320025736553
"whole milk, bottled water",other vegetables,0.03436705643111337,0.1934926283680732,0.010777834265378749,0.3136094674556213,1.6207825078434237,1.0,0.00412806218724873,1.174997808670652,0.3966456140072039,0.04964871194379391,0.14893458300882947,0.18465549568261885
cream cheese,yogurt,0.03965429588205389,0.13950177935943062,0.012404677173360447,0.3128205128205128,2.2424123495552064,1.0,0.006872832338568588,1.2522175598873957,0.5769294188095011,0.07439024390243902,0.20141672498992597,0.20087089780967332
